review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,1,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"An Inspiring Movie: Hello Love Goodbye, despite being a largely feel-good film, did not shy away from the harsh realities that its OFW audience experiences",positive,0.9824548363685608,0.01752656139433384,1.8619150068843737e-05,0.9824548363685608,positive,80.0
0,2,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"Despite being upfront with the struggles of an OFW, it still serves as a gentle, hopeful reminder for our modern day heroes to not forget to choose themselves",positive,0.9456908702850342,0.05427875369787216,3.0303068342618644e-05,0.9456908702850342,positive,80.0
0,3,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"To not forget that they can allow themselves to dream, to love, and most of all, to be human",positive,0.9837957620620728,0.016185296699404716,1.9040691768168472e-05,0.9837957620620728,positive,80.0
0,4,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,It show that love can wait but our dreams it knock once like opportunity grab it once it came in your or our life,positive,0.9922534823417664,0.00773242861032486,1.4042177099327091e-05,0.9922534823417664,positive,80.0
0,5,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"Kathryn Bernardo portrays Joy's exhaustion, anger and resolution so potently without much words",positive,0.9339351058006287,0.06603163480758667,3.328694947413169e-05,0.9339351058006287,positive,80.0
0,6,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,It all comes out in the way her lids look heavy from a two-hour sleep; how her shoulders slump as she grapples with the thought of her agonizingly routine life,positive,0.934869647026062,0.0650818794965744,4.8527916078455746e-05,0.934869647026062,positive,80.0
0,7,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,We see it in her quiet moments in the night when she can catch a few minutes just to stare blankly at the wall,positive,0.9500598907470703,0.04990892857313156,3.108921373495832e-05,0.9500598907470703,positive,80.0
0,8,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"The depiction felt authentic and tugs at your heartstrings, Joy is the symbol of women with dream",positive,0.9969797730445862,0.0029988964088261127,2.131833571183961e-05,0.9969797730445862,positive,80.0
0,9,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"And also her leading man this is a more mature role for Alden as well, and the material lets him show a deeper side to his acting chops",positive,0.981664776802063,0.01831592060625553,1.9365774278412573e-05,0.981664776802063,positive,80.0
0,10,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"His character's personal story carried as much weight as the romance, and in Ethan's vulnerable moments, we see Alden as a dramatic actor, and not just a tutti-frutti leading man",positive,0.9768326282501221,0.023152364417910576,1.4996492609498091e-05,0.9768326282501221,positive,80.0
0,11,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"That's not to say that he didn't play the charismatic boyfriend role well, though",positive,0.7555458545684814,0.24440020322799683,5.397170389187522e-05,0.7555458545684814,positive,80.0
0,12,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"The kilig factor we as always cranked up to high, thanks also to his and Kathryn's organic chemistry",positive,0.9956942796707153,0.004288668278604746,1.6934605810092762e-05,0.9956942796707153,positive,80.0
0,13,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"The most unforgettable scene in this movie when Ethan and Joy decided to leave each other to continue their dream and when Ethan said ""will you give the rest of your time with me in Hong Kong",positive,0.9950774312019348,0.004904264118522406,1.839137439674232e-05,0.9950774312019348,positive,80.0
0,15,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"Those line make me sad and overwhelmed because even they know that they leave each other they choose to understand and make those little time to make memorable, they choose to spent those time to be happy",positive,0.7996559143066406,0.20025992393493652,8.419942605542019e-05,0.7996559143066406,positive,80.0
0,16,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"This movie make us inspired that life is like a photography, we developed from negative",positive,0.9814510345458984,0.018530504778027534,1.8512297174311243e-05,0.9814510345458984,positive,80.0
1,1,spasek,2021-04-13 00:00:00.000,70.0,imdb,Love is About Letting Go,positive,0.8479657769203186,0.15199896693229675,3.528434535837732e-05,0.8479657769203186,positive,70.0
1,2,spasek,2021-04-13 00:00:00.000,70.0,imdb,"Not Sacrifice: I've seen a few of Kathryn Bernardo's films, and I believe she turned in the performance of her life",positive,0.8299961686134338,0.1699637621641159,4.010254633612931e-05,0.8299961686134338,positive,70.0
1,3,spasek,2021-04-13 00:00:00.000,70.0,imdb,"She stepped away from the typical romantic-comedies (many of which are actually quite good), and challenged herself to take on the role of a much deeper and much more complex character in Joy",positive,0.9717660546302795,0.028202086687088013,3.19079335895367e-05,0.9717660546302795,positive,70.0
1,4,spasek,2021-04-13 00:00:00.000,70.0,imdb,I have always marveled--and not in a good way--of how people tend to use others; even people they love; even members of their own families,positive,0.9802398085594177,0.019737347960472107,2.287752431584522e-05,0.9802398085594177,positive,70.0
1,5,spasek,2021-04-13 00:00:00.000,70.0,imdb,"Of course, children are usually guilted into it",positive,0.807314395904541,0.1925986111164093,8.687665103934705e-05,0.807314395904541,positive,70.0
1,6,spasek,2021-04-13 00:00:00.000,70.0,imdb,"In short, it's a parent's way of saying, ""I suffered, and so now you must suffer too",positive,0.8202230334281921,0.17971885204315186,5.807499110233039e-05,0.8202230334281921,positive,70.0
