review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,1,cjmff,2025-10-16 00:00:00.000,90.0,imdb,"Both cinematic and educational: As a college student, this gave me wider perspective not only about Quezon and the other main historical characters of the film, but about election campaigns and politics and the games politicians play",positive,0.9899388551712036,0.01004505529999733,1.6143947505042888e-05,0.9899388551712036,positive,90.0
0,2,cjmff,2025-10-16 00:00:00.000,90.0,imdb,"In history, it is a hidden pearl to find a Filipino that is truly clean, without having to compromise or worse manipulate to achieve their goals",positive,0.8868852853775024,0.11309728771448135,1.741444611980114e-05,0.8868852853775024,positive,90.0
0,3,cjmff,2025-10-16 00:00:00.000,90.0,imdb,That is why we have to thorough and unbiased research and immersion between all candidates or parties whenever we vote,positive,0.9130253791809082,0.08693545311689377,3.921550887753256e-05,0.9130253791809082,positive,90.0
0,4,cjmff,2025-10-16 00:00:00.000,90.0,imdb,"MINOR SPOILERS: Through my favorite device that is film within a film, Quezon exposes the grey areas of politics, and that the historical theme of whether Filipinos truly understands what Independence entails is eye-opening (more so in the tie back ending sequence)

I also love the parallelism between the themes of the obsession of power (Osmeña but more Quezon) and hero complex (Aguinaldo and Wood) somehow disguised as public service",positive,0.9913525581359863,0.008634200319647789,1.3293565643834881e-05,0.9913525581359863,positive,90.0
0,5,cjmff,2025-10-16 00:00:00.000,90.0,imdb,"Don't get me wrong, in watching this film, I believe all these men had good intentions during their tenure, but in the end they all had their past and present mistakes that the film highlights for us to be skeptical about those intentions",positive,0.8255429863929749,0.1744176298379898,3.935191853088327e-05,0.8255429863929749,positive,90.0
0,6,cjmff,2025-10-16 00:00:00.000,90.0,imdb,The film has the staple Bayaniverse cinematography and soundtrack,positive,0.9850320816040039,0.01495115365833044,1.679203887761105e-05,0.9850320816040039,positive,90.0
0,7,cjmff,2025-10-16 00:00:00.000,90.0,imdb,"My only nitpick with the film is (1) the ending kinda villianized Quezon just for dramatization and that (2) in the feminist perspective, there wasnt ample stress or building of the relationship between Quezon, Osmeña, Aguinaldo, Roxas and the women behind them, unlike in Heneral Luna and Goyo",positive,0.7544183731079102,0.2455306500196457,5.0990442105103284e-05,0.7544183731079102,positive,90.0
0,8,cjmff,2025-10-16 00:00:00.000,90.0,imdb,"Pulitika lamang, walang personalan",negative,0.7653961181640625,0.7653961181640625,2.2707832613377832e-05,0.23458120226860046,negative,90.0
1,1,NashA-80,2025-10-15 00:00:00.000,80.0,imdb,"Higher Use of Creative License: Unlike previous installments that were close to real-life events, this movie contained a lot of purely fictional scenes and plot",positive,0.8822071552276611,0.11776307970285416,2.980532735818997e-05,0.8822071552276611,positive,80.0
1,2,NashA-80,2025-10-15 00:00:00.000,80.0,imdb,It is more of a creative social commentary regarding the Filipino political system than a loosely-based historical recollection,positive,0.7663549184799194,0.23355816304683685,8.700052421772853e-05,0.7663549184799194,positive,80.0
