review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,1,leianleian,2012-12-27 00:00:00.000,10.0,imdb,Waste of everything watching this movie,negative,0.9713265299797058,0.9713265299797058,0.00010770311928354204,0.028565825894474983,negative,10.0
0,2,leianleian,2012-12-27 00:00:00.000,10.0,imdb,": I never expect this movie to be good and one thing in mind, surely it is WORST",negative,0.8654362559318542,0.8654362559318542,7.346375059569255e-05,0.1344902217388153,negative,10.0
0,3,leianleian,2012-12-27 00:00:00.000,10.0,imdb,And wow,positive,0.970416247844696,0.029562707990407944,2.1098698198329657e-05,0.970416247844696,positive,10.0
0,6,leianleian,2012-12-27 00:00:00.000,10.0,imdb,I did the right expectation on this movie,positive,0.9828368425369263,0.017140911892056465,2.2310036001726985e-05,0.9828368425369263,positive,10.0
0,7,leianleian,2012-12-27 00:00:00.000,10.0,imdb,"There's no story at all its all time wasting moment,

i prefer to read the oldest newspaper than sitting in front of TV watching this crap",negative,0.9606634974479675,0.9606634974479675,7.060805364744738e-05,0.03926578909158707,negative,10.0
0,8,leianleian,2012-12-27 00:00:00.000,10.0,imdb,But I cannot deny and I can't still imagine and can't still find the answer why this movie became the top grosser of all time,positive,0.9492663741111755,0.05070076882839203,3.278777876403183e-05,0.9492663741111755,positive,10.0
0,9,leianleian,2012-12-27 00:00:00.000,10.0,imdb,Waste of everything watching this movie,negative,0.9713265299797058,0.9713265299797058,0.00010770311928354204,0.028565825894474983,negative,10.0
0,10,leianleian,2012-12-27 00:00:00.000,10.0,imdb,Only kids can enjoy for those with have a very low humor,negative,0.5021346807479858,0.5021346807479858,8.955198427429423e-05,0.49777573347091675,negative,10.0
0,11,leianleian,2012-12-27 00:00:00.000,10.0,imdb,I hope foreign people missed to see this garbage,negative,0.8782950043678284,0.8782950043678284,8.015475032152608e-05,0.12162479013204575,negative,10.0
1,1,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"Good Comedy Movie: First of all, I would like to congratulate Star Cinema/ABS-CBN Film Productions and Viva Films for having Praybeyt Benjamin as one of the highest grossing Filipino film of all time",positive,0.9950363039970398,0.0049478961154818535,1.5801068002474494e-05,0.9950363039970398,positive,70.0
1,2,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"The movie was quite hilarious and the storyline of having a gay soldier is a good idea, though not anymore unique",positive,0.9966567754745483,0.003312094137072563,3.111031401203945e-05,0.9966567754745483,positive,70.0
1,3,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"Nevertheless, what made it different from any other films with gay soldiers is that they mixed genres",positive,0.8249983787536621,0.1749497652053833,5.192937169340439e-05,0.8249983787536621,positive,70.0
1,4,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,They added a touch of science fiction (SciFi) and drama (Family Rivalry),positive,0.9840285181999207,0.01595488004386425,1.6572317690588534e-05,0.9840285181999207,positive,70.0
1,5,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"And, thankfully, the romance they have put was only for the sake of comedy, and not being focused on the romance alone because if they did, it would appear mainstream which the Filipino taste is already burn of",positive,0.9728592038154602,0.02711898647248745,2.1784611817565747e-05,0.9728592038154602,positive,70.0
1,6,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"The camera rolling techniques that have been used was on average, and the CGIs appeared to be similar to that of old Filipino films (which I have to admit devastated me)",negative,0.6641947031021118,0.6641947031021118,5.9976900956826285e-05,0.33574533462524414,negative,70.0
1,7,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,Heavy screen portrayal got no place in this kind of movie because it does not showcase heavy drama,negative,0.9718989729881287,0.9718989729881287,0.00010649958858266473,0.027994537726044655,negative,70.0
1,8,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"However, I believe that some of the actors underacted making some scenes awkward and unnatural",negative,0.709954559803009,0.709954559803009,6.945687346160412e-05,0.28997594118118286,negative,70.0
1,9,sim-richmond,2012-09-29 00:00:00.000,70.0,imdb,"Overall, it reached 7/10",positive,0.8479140400886536,0.15192005038261414,0.00016582834359724075,0.8479140400886536,positive,70.0
2,1,cayetajohnlui,2021-10-19 00:00:00.000,100.0,imdb,Actual Kino: Certified Vice Ganda Kinoplex moment,positive,0.7407808899879456,0.25918424129486084,3.4872344258474186e-05,0.7407808899879456,positive,100.0
2,2,cayetajohnlui,2021-10-19 00:00:00.000,100.0,imdb,"This movie is peak fiction, if I could rate this 100,000,000/10 I would've",negative,0.7218791842460632,0.7218791842460632,9.736082574818283e-05,0.27802345156669617,negative,100.0
2,3,cayetajohnlui,2021-10-19 00:00:00.000,100.0,imdb,This movie is a must see in the next white boy summer,positive,0.9972146153450012,0.002741989679634571,4.3381613068049774e-05,0.9972146153450012,positive,100.0
3,1,yanikatie,2025-12-08 16:24:19.011,60.0,ltbx,"ako aamin nako, tomboy ako",positive,0.9122587442398071,0.0877261757850647,1.4972485587350093e-05,0.9122587442398071,positive,60.0
4,1,zhanghaomega,2025-12-08 00:00:00.000,40.0,ltbx,napredict ni benjamin ang unang line ng not like us by kendrick lamar,positive,0.5043771266937256,0.49560242891311646,2.0520536054391414e-05,0.5043771266937256,positive,40.0
5,1,spacea_lian,2025-12-06 00:00:00.000,60.0,ltbx,"This was my ""Good Luck, Babe",positive,0.9878168702125549,0.012167132459580898,1.601904477865901e-05,0.9878168702125549,positive,60.0
5,2,spacea_lian,2025-12-06 00:00:00.000,60.0,ltbx,""" as a child",positive,0.8513011336326599,0.1486753672361374,2.3517450244980864e-05,0.8513011336326599,positive,60.0
7,1,1ticket4mepls,2025-12-03 00:00:00.000,100.0,ltbx,peak vice ganda,positive,0.9501802325248718,0.049803636968135834,1.614786197023932e-05,0.9501802325248718,positive,100.0
8,1,useravy,2025-11-24 00:00:00.000,100.0,ltbx,i miss u wenn v,negative,0.5326176881790161,0.5326176881790161,4.5537912228610367e-05,0.4673367142677307,negative,100.0
10,1,joyceyyjoyce,2025-11-16 00:00:00.000,70.0,ltbx,one of vice ganda's fun ((like really fun)) films tbh,positive,0.9950894713401794,0.0048995669931173325,1.0988651411025785e-05,0.9950894713401794,positive,70.0
12,1,norepinephrine,2025-11-18 15:47:24.145,100.0,ltbx,plants vs,negative,0.8347119688987732,0.8347119688987732,7.979611109476537e-05,0.16520823538303375,negative,100.0
13,1,pampalubagloob,2025-11-18 07:25:11.096,60.0,ltbx,welcome home PAPSIIIIIIII,positive,0.9892779588699341,0.01071261614561081,9.436042091692798e-06,0.9892779588699341,positive,60.0
14,1,myowuiii,2025-11-17 18:30:34.507,100.0,ltbx,ANG LAUF KO DITO HAUAHWUAHAUSHSHVAHZUSHWHWHA,negative,0.6208110451698303,0.6208110451698303,2.6087725927936845e-05,0.3791627883911133,negative,100.0
15,1,holyribs,2025-10-24 00:00:00.000,50.0,ltbx,me kapag sinali sa rotc,negative,0.6475966572761536,0.6475966572761536,4.3121050111949444e-05,0.35236015915870667,negative,50.0
16,1,_lucia1000,2025-11-15 00:00:00.000,100.0,ltbx,miss u direk wenn,negative,0.7381004691123962,0.7381004691123962,4.573656406137161e-05,0.26185378432273865,negative,100.0
17,1,iigaya,2025-11-13 00:00:00.000,70.0,ltbx,utot gun so op,positive,0.6622714400291443,0.3377005159854889,2.811109516187571e-05,0.6622714400291443,positive,70.0
18,1,keziahzee,2025-11-14 11:43:12.902,80.0,ltbx,"this was fun watching, you'll smile and laugh",positive,0.9979154467582703,0.002056140685454011,2.844676964741666e-05,0.9979154467582703,positive,80.0
19,1,elyylek,2025-11-14 00:00:00.000,60.0,ltbx,welcome home papsi,positive,0.9641748070716858,0.03581473231315613,1.0497580660739914e-05,0.9641748070716858,positive,60.0
20,1,rieluvsri,2025-11-13 00:00:00.000,,ltbx,the filipino mulan daw sabi ng kuya q,negative,0.6703381538391113,0.6703381538391113,3.358465255587362e-05,0.3296282887458801,negative,
