movie_name,review_text,date,sentiment_label,sentiment_score,topic
Hello Love Goodbye,"An Inspiring Movie: Hello Love Goodbye, despite being a largely feel-good film, did not shy away from the harsh realities that its OFW audience experiences. Despite being upfront with the struggles of an OFW, it still serves as a gentle, hopeful reminder for our modern day heroes to not forget to choose themselves. To not forget that they can allow themselves to dream, to love, and most of all, to be human. It show that love can wait but our dreams it knock once like opportunity grab it once it came in your or our life.

Kathryn Bernardo portrays Joy's exhaustion, anger and resolution so potently without much words. It all comes out in the way her lids look heavy from a two-hour sleep; how her shoulders slump as she grapples with the thought of her agonizingly routine life. We see it in her quiet moments in the night when she can catch a few minutes just to stare blankly at the wall. The depiction felt authentic and tugs at your heartstrings, Joy is the symbol of women with dream. And also her leading man this is a more mature role for Alden as well, and the material lets him show a deeper side to his acting chops. His character's personal story carried as much weight as the romance, and in Ethan's vulnerable moments, we see Alden as a dramatic actor, and not just a tutti-frutti leading man. That's not to say that he didn't play the charismatic boyfriend role well, though. The kilig factor we as always cranked up to high, thanks also to his and Kathryn's organic chemistry.

The most unforgettable scene in this movie when Ethan and Joy decided to leave each other to continue their dream and when Ethan said ""will you give the rest of your time with me in Hong Kong? "". Those line make me sad and overwhelmed because even they know that they leave each other they choose to understand and make those little time to make memorable, they choose to spent those time to be happy. This movie make us inspired that life is like a photography, we developed from negative.",2019-10-24,positive,0.9490447282791138,9
Hello Love Goodbye,"Love is About Letting Go...Not Sacrifice: I've seen a few of Kathryn Bernardo's films, and I believe she turned in the performance of her life. She stepped away from the typical romantic-comedies (many of which are actually quite good), and challenged herself to take on the role of a much deeper and much more complex character in Joy.

I have always marveled--and not in a good way--of how people tend to use others; even people they love; even members of their own families. Of course, children are usually guilted into it. In short, it's a parent's way of saying, ""I suffered, and so now you must suffer too. Why? Because it's how families work.""

As stated in other reviews, I am an ESL teacher. I've lived and worked in South Korea, China, and Taiwan. I know quite a bit about how Asian parents tend to treat their kids. Of course, it's not all bad. You'll scarcely find parents who are more dedicated to teaching their children about discipline and hard-work. The large contrast between them and western parents, is that western parents tend to allow their kids to do whatever they want. They're spoiled beyond belief. What is needed is a balance.

As the eldest daughter, Joy is in Hong Kong working several jobs in order to keep herself alive as well as sending money back home to her family in the Phillippines. She has a nursing degree. Her dream is to go to Canada to pursue what she loves. Of course, she meets and falls in love with Ethan, a young man who is also from the Phillippines, who is trying to support his family as well, after a disastrous relationship that nearly cost him everything.

Ethan, of course, is hoping that Joy will decide to stay in Hong Kong, and not go to Canada. This is when the film really grabs the viewer to see what Joy will decide to do.

Love is not about sacrifice for someone else. Sacrifice is about losing something, and love is never about loss. It's always about who you are. In all her wisdom, Joy has to explain this to Ethan as well as outlining the consequences of not pursuing her dream. Fortunately, Ethan finally gets it and is able to do what only love can do: let go. As soon as you try to hold onto it, love ceases to be love.

Filmed in Hong Kong, we're giving a stark and not-so-pleasing depiction of life for many immigrants struggling to survive. Some can do it. Some can't. In the end, you can only truly look after yourself and not lose sight of your own dreams. Of course, the world, and even your own family will throw every reason at you to NOT pursue your dreams. If you give in, you have no one to blame but yourself. If you forge ahead, then you have gained more profound wisdom about life than what most people can only dream about.

My only complaint of the film was that the chemistry between Kathryn Bernardo and Alden Richards was not what it should have been. And because of this, the film loses a bit of its heart and depth. I'd say it was pretty obvious that Kathryn Bernardo did not want to do any kissing scenes with Alden due to her love and respect for her boyfriend, Daniel Padilla. The only kiss we see is one on her forehead in the dark. Can you imagine the lack of depth in a film like Titanic if Jack and Rose only held hands and never shared a kiss? I couldn't help but wonder how much more powerful the film would have been if another actress had performed in the role, or if Padilla himself hadn't turned the role down (which I read that he had).

Still, this is a memorable film that challenges everyone to go after their dreams and let nothing and no one stand in your way.",2021-04-13,positive,0.8473518444941595,-1
Hello Love Goodbye,"What a nice surprise of a movie...: Right, well I didn't really know what I was getting into here when I sat down to watch the 2019 Tagalog movie that was filmed in Hong Kong. Initially I thought it was a Chinese movie, but upon seeing the names of the cast, I looked on IMDb and saw that it was a Tagalog (Philippines) movie and not a Cantonese (Hong Kong) movie. And given my fascination with Asian movie, of course I sat down to watch ""Hello, Love, Goodbye"".

And I must definitely say that writers Carmi Raymundo, Cathy Garcia-Molina and Ronalisa A. Co came up with a rather enthralling storyline; one that definitely provided as much of entertainment and enjoyment, as it was a movie that was very watchable and likeable.

The storyline is one that easily sways away the audience, because it is wholehearted and nicely told storyline. And milling about in the storyline are some nicely detailed and interesting characters. So a big thumbs up to the writers on this accomplishment.

I will say that the acting in the movie was good. Now, I am not overly familiar with Tagalog cinema, but my wife told me that there were some rather famous Tagalog actresses and actors in the movie. Nevertheless, I think the acting performances were spot on.

At the same time, with providing a good story and good entertainment, ""Hello, Love, Goodbye"" really brought me back to my four years of living and working in Hong Kong. This movie stoked so many memories and definitely spurred a desire to return to Hong Kong to revisit that fabulous place.

If you like romantic movies, then I strongly believe that the 2019 movie ""Hello, Love, Goodbye"" from director Cathy Garcia-Molina is a movie that you will thoroughly enjoy. I was more than genuinely entertained by this movie, and it is a movie that I can warmly recommend you sit down to watch.

My rating of ""Hello, Love, Goodbye"" lands on a well-deserved seven out of ten stars.",2021-01-21,positive,0.9584756419062614,2
Hello Love Goodbye,"Hello, Love, no Goodbyes.: Being the highest-grossing Philippine movie thus far, I hope you don't mind if I came into watching this with high expectations. Still I was skeptic because the assumption was it will be another one of those formulaic Star Cinema movie starring Kathryn Bernardo, directed by Cathy Molina-Garcia, set in an international location, usual love story but with a twist: we get a new boy this time in the form of Alden Richards. For the most part I was right, it was all you could ever expect from the same group that gave us the highest-grossing movie the year before, 'How's of Us.' Amidst it's shortcomings, 'Hello, Love, Goodbye' is a pleasant surprise for a movie who's theme has been done a million times. Part of it's success can be attributed to showing us the reality of our hardworking domestic helpers in Hong Kong (which the OFW community all over the world related and responded to) and it did not give us the usual ending we are used to, which makes a sequel possible seeing as all three already expressed interest in doing.

The story was well-written for the most part and my favorite was the start of the movie. It was a different approach, fast-paced and intriguing. While at some point it had to slow down to become what it really was meant to be in the first place, a typical Pinoy love story, at least it introduced something new to the audience that can be the new norm in the future. Acting-wise, Kathryn and Alden both delivered but both lacked maturity which I'm hoping can be improved on once the sequel rolls around. There were exchanges that fell flat because either a) it was poorly-written or b) both did not have the capacity to deliver them with the emotions needed. It took a while for their chemistry to kick in, possibly a result of being pigeonholed in their respective love teams for a long time. Kathryn can act, but she has certain mannerisms when she deliver some of her lines that breaks my concentration from her acting. I'm still getting rich girl even though she's supposed to be covered in filth from hiding under a pile of garbage bags. Alden still comes from the John Lloyd Cruz school for acting, but as soon as he develops his own signature he should be destined for greater things. The supporting cast did what was required of them, with Maxine Medina and Jameson Blake as highlights.

There's always the burden of asking whether this is the movie that will propel Philippine cinema back to it's old glory. Obviously this is not it, but delightfully it's not a step back as well. Knowing this specific tandem and formula works, hopefully everyone involved will be more keen on wanting to elevate the viewing experience the second time around. I keep harping on this because I honestly believe it has the potential to become even more special than what they've already done here.",2020-03-22,positive,0.932413915793101,-1
Hello Love Goodbye,"Truly amazing: This is so far, the best Filipino movie of 2019. I really love the story, which shows a lot about the lives of Filipino workers in Hong Kong. It is not like any other of those Filipino rom-com, and drama movies you've seen before. This will make you laugh out loud a lot and cry hard.

For me this is Cathy Garcia-Molina's best movie. Kathryn and Alden really shines in this, great acting by the whole cast. It also has great shots, cinematography and soundtrack so it is a must watch!",2019-07-31,positive,0.9532739434923444,2
Hello Love Goodbye,"Mature and bold love story: The two stars from the two different stations hit it off with good chemistry in this mature love story. Although the story is as typical as any Filipino love/romance movie could be, I like the fact that the writer and director went for the bold path of ending the movie with ""goodbye"", instead of coming up with an epilogue that let the two lovers meet again in some future. The two lead stars are engaging enough for you to care what happens to them in the end but there are some parts where it could drag. Still, I can understand the clamor when this movie came out in 2019.",2020-10-30,positive,0.93583083152771,-1
Hello Love Goodbye,THE BEST FILIPINO MOVIE EVER: This is the best pinoy movie ever. The characters are superb. Kathryn Bernardo and Alden Richards performance was the best. There is no boring moments in the movie. It's a must watch for everyone. Kathryn Bernardo played the role of Joy a Filipino worker in Hong Kong who is struggling and doing odd jobs to take care of her family. On the other hand Alden Richards played the role of Ethan a funny and unserious bartender who later crossed path with Joy and the story of their undying love begins. The story is not just another pinoy love story. It's a story that shows the struggle of all OFW . I was touched and move by the acting of Kathryn Bernardo and Alden Richards. They made it possible for me to relate with the movie. I'm not a Filipino but I was able to get every piece of the movie because of their wonderful onscreen chemistry. Kudos to the cast and crew. Good job Director Molina. I wouldn't mind to travel again for the part 2 of this movie. It's worth my time and my money. More movies for this duos please. I would always travel with my family to watch their movie onscreen. More movies for Kathryn Bernardo and Alden Richards please. They've won my heart.,2019-10-23,positive,0.9808003455400467,2
Hello Love Goodbye,"WASTE OF TIME AND MONEY!: I was excited to watch the film due to the hype and some of my friends posting about it on social media however, I was very disappointed after watching the film as the acting from the lead actors including supporting cast appeared quite scripted and very awkward. Kathryn & Alden seemed too rehearsed and some of their co-actors were really annoying. The story was predictable and recycled from previous films. Only thing I appreciate was the cinematography and soundtrack. Save your money and just watch this on netflix or cinema one when it airs.",2019-08-10,positive,0.8295061588287354,-1
Hello Love Goodbye,"A simple mirror: This is another cheese pinoy movie, but base in real life, that is the point, at the end family is not the principal role, a twisted end, a lot of lacrimogen bomb, good for the family but pinoy is the new korean drama",2019-08-22,positive,0.8391830325126648,-1
Hello Love Goodbye,Great Movie: Its an eye opener to some of the facing problems of OFW,2019-08-16,positive,0.9958835244178772,-1
Hello Love Goodbye," Time Must Start Again  °7.7° °VG ° %: Timing in life is everything; so the adage goes. In Hong Kong, time is GLD. As long as you move you'll live. Once you stop you'll starve. Over 200,000 Filipinos work in Hong Kong. It's most common to have a 2-yr domestic helper contract as Filipinos are not allowed to do anything else - unless they manage to become a citizen. Therefore, when Joy loses her job because her employers can no longer pay her, she takes an illegal waitressing job. The cops, inevitably, will come by to check IDs. When Joy sees them, she busts a move and runs. She ends up running right into the handsome bartender and busts another move. She uses him as camouflage to hide from the po-po. Cops rarely bother a couple snogging in the alleyway, afterall. It's done so often in movies you might think that they would start checking, even if a duo is rounding first and headed for second, but it always seems to work.

The Filipino community in Hong Kong is small. Everyone is within 1° of separation, but it's large enough to support a Filipino radio station. (They have a nifty microeconomic system in place as well.) Joy thinks she got away scott-free only to wake up the next morning to a radio announcement about her! Ethan, the bartender, is looking for Joy so that she can return the kiss that she stole from him! Joy's friends go insane.

HLG is about what decent, but poor, people must do to survive: It is all about hard choices. It is also about the nature of love. Joy & Ethan. Ethan + Joy. She resists him, but she can't for long. The problem is that she's leaving. She's definitely leaving. She has a nursing degree that she can't use in Hong Kong. She's going to be a nurse in Canada. That's her dream, and nthing's going to change her mind. Nt a thing/budkis/pistza/larkaflark/nuffink/jack squat/NATTY. Joy is no wimp. She has a will of iron. She warns Ethan to not get attached. Yet they allow themselves to fall in love. Every day they push the knife in a little deeper.

Their story is sweet and these protags are likable. He says he can handle it and he won't get in her way, but as that  approaches the pressure ratchets up. Because, 'when you love, it's all or nothing. If you hold back, then why love it all?' Ethan has a point. 'There are questions inside of me that only I can answer,' Joy insists. Joy has goals, a mission, and an ironclad agenda. She will not be swayed. Not now.

LVE. What does it look like? To Ethan it's: ""If you loved me enough you would stay.""  To Joy it's: ""If you loved me enough you would want me to go."" Later, Joy asks the universe: ""When a woman gives too much of herself, she's stupid, but when she prioritizes herself, she's bad. Where do we need to place ourselves? Is love only expressed through sacrifice?"" Why so often, indeed, does every option, for women especially, seem irreconcilable? Love can teeter from selfish to selfless. Perhaps love always starts down in the selfish zone, but the more we sincerely love someone, the more selfless we should become. Leaving the shallow end and diving down deeper should elevate our love higher. If not, we must question how much in  we are or how selfish we actually are. A young person should never be expected to throw away h/h future for a relationship, particularly a relatively new one. Talk about creating a debt for regret - No sane person would endorse that. Joy agonizes over this unexpected timeout from the race she's been running. Either option is valid. Her choice is hers alone. HLG tells young girls that their personal development and future is every bit as important as love.

Befitting a modest budget, most of the filming is on the street or in contained spaces. There's a couple of wow shots. They take a day off to go up into the mountains. On a cliff looking down on the city, the buildings are uniformly white. While they look like bad dental work there's also an ethereal beauty to the vista. The effect is otherworldly.

HLG is a 118 minute, 2019 release that is rated 8.2 on MDL. Overall, this is a well put together production. The writing, directing and acting all blend to make a great product with few flaws. This is a Filipino production and I am looking forward to seeing more of their works. I've seen 2 Hong Kong productions, The Defected-8.2 and Hong Kong West Side Stories(7.5). Both of them are good but also dark, edgy, sad, and a display of the worst elements of humanity. The group that is the most downtrodden in Hong Kong seems to have a brighter outlook. Between the 3 productions, one wouldn't think it's the same place. HLG is well worth the time to get a peek at life in Hong Kong from the view of the hard working, overlooked Filipino community. We have alot to be thankful for.

QUOTE

Choice is only for the rich.

 IMHO

78 72 79 70 67 71 70 30 /78 23 47 30 49 20 45 0 70

Age 12+ Adult situations kissing - mild. Rated PG: Parental Guidance Suggested

Re-? Not opposed.",2024-05-01,positive,0.8464110567145151,21
Hello Love Goodbye,best filipino love story movie: This movie is almost 90% accurate when it comes to portraying ofw life in china. acting is very good and I never expected that kath and alden would have a good chemistry.,2019-08-11,positive,0.9957822859287262,2
Hello Love Goodbye,"not good not bad: Another Kathryn same ol' tone of character film! I wish that her writers and directors would gave her something different worthy of famas or urian award, she deserves it, it was just the material that always failed her.

The story could have been very good to tell, but it was the storytelling that seems to be ordinary and safe... it could have been pushed a little bit more.

but at the end of the day, it makes you feel something and that is what Filipino films are good at",2020-02-17,positive,0.8141450881958008,2
Hello Love Goodbye,"Superb acting and story: Kathryn and Alden gave justice to their characters. You'll forget that these are actors just portraing roles because they portrayed their characters so well! The chemistry between these two is overflowing! These movie is not just a love story, it's a life story. It tells you the life of Overseas Filipino Worker abroad, the struggle that they have to go through to achieve their goals for themselves and thier family.",2019-08-03,positive,0.9813629388809204,-1
Hello Love Goodbye,"Hello, Love, Goodbye: Unexpected chemistry of Kathryn Bernardo and Alden Richards. They successfully portrayed their characters. The plot of the story is great and we want more! Great job Team HLG! Part2 please!!!",2019-08-04,positive,0.9395145773887634,-1
Hello Love Goodbye,"Nice.: Pretty great. Finally, no cheesy cliché Filipino romance in here. It's a great start for hollywood-esque films  It even has lessons like remember to care for your family and how to love someone purely. How much OFWs work hard just to provide for their family and how other people should appreciate that. The best one is 'I love you but this time, I love myself more.' :)",2019-11-02,positive,0.9801286458969116,2
Hello Love Goodbye,"What the world needs: Real emotion, it gives you a glimpse of what its like to be an ofw worker, more so being a domestic helper.

Teaching one that inorder for you to love others, you need to love yourself first. You need to choose your own happiness",2019-08-02,positive,0.9292056957880656,-1
