review_index,sentence_index,sentence_text,sentiment_label,sentiment_score,sentiment_confidence
0,0,"An Inspiring Movie: Hello Love Goodbye, despite being a largely feel-good film, did not shy away from the harsh realities that its OFW audience experiences.",positive,0.9790450930595398,0.9790450930595398
0,1,"Despite being upfront with the struggles of an OFW, it still serves as a gentle, hopeful reminder for our modern day heroes to not forget to choose themselves.",positive,0.9489872455596924,0.9489872455596924
0,2,"To not forget that they can allow themselves to dream, to love, and most of all, to be human.",positive,0.9822783470153809,0.9822783470153809
0,3,It show that love can wait but our dreams it knock once like opportunity grab it once it came in your or our life.,positive,0.9914121627807617,0.9914121627807617
0,4,"Kathryn Bernardo portrays Joy's exhaustion, anger and resolution so potently without much words.",positive,0.9254462122917175,0.9254462122917175
0,5,It all comes out in the way her lids look heavy from a two-hour sleep; how her shoulders slump as she grapples with the thought of her agonizingly routine life.,positive,0.9399250149726868,0.9399250149726868
0,6,We see it in her quiet moments in the night when she can catch a few minutes just to stare blankly at the wall.,positive,0.9554943442344666,0.9554943442344666
0,7,"The depiction felt authentic and tugs at your heartstrings, Joy is the symbol of women with dream.",positive,0.9966848492622375,0.9966848492622375
0,8,"And also her leading man this is a more mature role for Alden as well, and the material lets him show a deeper side to his acting chops.",positive,0.9779751300811768,0.9779751300811768
0,9,"His character's personal story carried as much weight as the romance, and in Ethan's vulnerable moments, we see Alden as a dramatic actor, and not just a tutti-frutti leading man.",positive,0.9735392332077026,0.9735392332077026
0,10,"That's not to say that he didn't play the charismatic boyfriend role well, though.",positive,0.8091748952865601,0.8091748952865601
0,11,"The kilig factor we as always cranked up to high, thanks also to his and Kathryn's organic chemistry.",positive,0.9954569339752197,0.9954569339752197
0,12,"The most unforgettable scene in this movie when Ethan and Joy decided to leave each other to continue their dream and when Ethan said ""will you give the rest of your time with me in Hong Kong? "".",positive,0.9927029609680176,0.9927029609680176
0,13,"Those line make me sad and overwhelmed because even they know that they leave each other they choose to understand and make those little time to make memorable, they choose to spent those time to be happy.",positive,0.7860748767852783,0.7860748767852783
0,14,"This movie make us inspired that life is like a photography, we developed from negative.",positive,0.9814736247062683,0.9814736247062683
1,0,"Love is About Letting Go...Not Sacrifice: I've seen a few of Kathryn Bernardo's films, and I believe she turned in the performance of her life.",positive,0.9903601408004761,0.9903601408004761
1,1,"She stepped away from the typical romantic-comedies (many of which are actually quite good), and challenged herself to take on the role of a much deeper and much more complex character in Joy.",positive,0.9659024477005005,0.9659024477005005
1,2,I have always marveled--and not in a good way--of how people tend to use others; even people they love; even members of their own families.,positive,0.9762519598007202,0.9762519598007202
1,3,"Of course, children are usually guilted into it.",positive,0.8232208490371704,0.8232208490371704
1,4,"In short, it's a parent's way of saying, ""I suffered, and so now you must suffer too.",positive,0.8337048292160034,0.8337048292160034
1,5,"Because it's how families work.""

As stated in other reviews, I am an ESL teacher.",positive,0.8195399045944214,0.8195399045944214
1,6,"I've lived and worked in South Korea, China, and Taiwan.",positive,0.9305858612060547,0.9305858612060547
1,7,I know quite a bit about how Asian parents tend to treat their kids.,positive,0.9301787614822388,0.9301787614822388
1,8,"Of course, it's not all bad.",positive,0.6317724585533142,0.6317724585533142
1,9,You'll scarcely find parents who are more dedicated to teaching their children about discipline and hard-work.,positive,0.9777652621269226,0.9777652621269226
1,10,"The large contrast between them and western parents, is that western parents tend to allow their kids to do whatever they want.",positive,0.6817387938499451,0.6817387938499451
1,11,They're spoiled beyond belief.,positive,0.773945152759552,0.773945152759552
1,12,What is needed is a balance.,positive,0.8399441838264465,0.8399441838264465
1,13,"As the eldest daughter, Joy is in Hong Kong working several jobs in order to keep herself alive as well as sending money back home to her family in the Phillippines.",positive,0.9859580397605896,0.9859580397605896
1,14,She has a nursing degree.,positive,0.9059210419654846,0.9059210419654846
1,15,Her dream is to go to Canada to pursue what she loves.,positive,0.9929963946342468,0.9929963946342468
1,16,"Of course, she meets and falls in love with Ethan, a young man who is also from the Phillippines, who is trying to support his family as well, after a disastrous relationship that nearly cost him everything.",positive,0.9882568717002869,0.9882568717002869
1,17,"Ethan, of course, is hoping that Joy will decide to stay in Hong Kong, and not go to Canada.",positive,0.9833336472511292,0.9833336472511292
1,18,This is when the film really grabs the viewer to see what Joy will decide to do.,positive,0.938184916973114,0.938184916973114
1,19,Love is not about sacrifice for someone else.,positive,0.8404046297073364,0.8404046297073364
1,20,"Sacrifice is about losing something, and love is never about loss.",positive,0.8795138001441956,0.8795138001441956
1,21,It's always about who you are.,positive,0.922366201877594,0.922366201877594
1,22,"In all her wisdom, Joy has to explain this to Ethan as well as outlining the consequences of not pursuing her dream.",positive,0.6272068023681641,0.6272068023681641
1,23,"Fortunately, Ethan finally gets it and is able to do what only love can do: let go.",positive,0.9629000425338745,0.9629000425338745
1,24,"As soon as you try to hold onto it, love ceases to be love.",negative,0.6814131736755371,0.6814131736755371
1,25,"Filmed in Hong Kong, we're giving a stark and not-so-pleasing depiction of life for many immigrants struggling to survive.",negative,0.5256087779998779,0.5256087779998779
1,26,Some can do it.,positive,0.9293189644813538,0.9293189644813538
1,27,Some can't.,negative,0.855279803276062,0.855279803276062
1,28,"In the end, you can only truly look after yourself and not lose sight of your own dreams.",positive,0.9472042918205261,0.9472042918205261
1,29,"Of course, the world, and even your own family will throw every reason at you to NOT pursue your dreams.",negative,0.760208785533905,0.760208785533905
1,30,"If you give in, you have no one to blame but yourself.",negative,0.5028907656669617,0.5028907656669617
1,31,"If you forge ahead, then you have gained more profound wisdom about life than what most people can only dream about.",positive,0.9946399331092834,0.9946399331092834
1,32,My only complaint of the film was that the chemistry between Kathryn Bernardo and Alden Richards was not what it should have been.,positive,0.7182520627975464,0.7182520627975464
1,33,"And because of this, the film loses a bit of its heart and depth.",negative,0.8092363476753235,0.8092363476753235
1,34,"I'd say it was pretty obvious that Kathryn Bernardo did not want to do any kissing scenes with Alden due to her love and respect for her boyfriend, Daniel Padilla.",positive,0.9454047083854675,0.9454047083854675
1,35,The only kiss we see is one on her forehead in the dark.,positive,0.7227152585983276,0.7227152585983276
1,36,Can you imagine the lack of depth in a film like Titanic if Jack and Rose only held hands and never shared a kiss?,positive,0.5077536702156067,0.5077536702156067
1,37,"I couldn't help but wonder how much more powerful the film would have been if another actress had performed in the role, or if Padilla himself hadn't turned the role down (which I read that he had).",positive,0.9527202844619751,0.9527202844619751
1,38,"Still, this is a memorable film that challenges everyone to go after their dreams and let nothing and no one stand in your way.",positive,0.9921221137046814,0.9921221137046814
2,0,"What a nice surprise of a movie...: Right, well I didn't really know what I was getting into here when I sat down to watch the 2019 Tagalog movie that was filmed in Hong Kong.",positive,0.9854921698570251,0.9854921698570251
2,1,"Initially I thought it was a Chinese movie, but upon seeing the names of the cast, I looked on IMDb and saw that it was a Tagalog (Philippines) movie and not a Cantonese (Hong Kong) movie.",negative,0.5403378009796143,0.5403378009796143
2,2,"And given my fascination with Asian movie, of course I sat down to watch ""Hello, Love, Goodbye"".",positive,0.944145917892456,0.944145917892456
2,3,"And I must definitely say that writers Carmi Raymundo, Cathy Garcia-Molina and Ronalisa A.",positive,0.9867957830429077,0.9867957830429077
2,4,"Co came up with a rather enthralling storyline; one that definitely provided as much of entertainment and enjoyment, as it was a movie that was very watchable and likeable.",positive,0.9962803721427917,0.9962803721427917
2,5,"The storyline is one that easily sways away the audience, because it is wholehearted and nicely told storyline.",positive,0.9912590384483337,0.9912590384483337
2,6,And milling about in the storyline are some nicely detailed and interesting characters.,positive,0.995311975479126,0.995311975479126
2,7,So a big thumbs up to the writers on this accomplishment.,positive,0.9971150159835815,0.9971150159835815
2,8,I will say that the acting in the movie was good.,positive,0.9890722036361694,0.9890722036361694
2,9,"Now, I am not overly familiar with Tagalog cinema, but my wife told me that there were some rather famous Tagalog actresses and actors in the movie.",positive,0.9552131295204163,0.9552131295204163
2,10,"Nevertheless, I think the acting performances were spot on.",positive,0.9684499502182007,0.9684499502182007
2,11,"At the same time, with providing a good story and good entertainment, ""Hello, Love, Goodbye"" really brought me back to my four years of living and working in Hong Kong.",positive,0.9964665174484253,0.9964665174484253
2,12,This movie stoked so many memories and definitely spurred a desire to return to Hong Kong to revisit that fabulous place.,positive,0.9978063702583313,0.9978063702583313
2,13,"If you like romantic movies, then I strongly believe that the 2019 movie ""Hello, Love, Goodbye"" from director Cathy Garcia-Molina is a movie that you will thoroughly enjoy.",positive,0.9965561628341675,0.9965561628341675
2,14,"I was more than genuinely entertained by this movie, and it is a movie that I can warmly recommend you sit down to watch.",positive,0.9981322884559631,0.9981322884559631
2,15,"My rating of ""Hello, Love, Goodbye"" lands on a well-deserved seven out of ten stars.",positive,0.9971755743026733,0.9971755743026733
3,0,"Hello, Love, no Goodbyes.: Being the highest-grossing Philippine movie thus far, I hope you don't mind if I came into watching this with high expectations.",positive,0.9874250292778015,0.9874250292778015
3,1,"Still I was skeptic because the assumption was it will be another one of those formulaic Star Cinema movie starring Kathryn Bernardo, directed by Cathy Molina-Garcia, set in an international location, usual love story but with a twist: we get a new boy this time in the form of Alden Richards.",positive,0.8971509337425232,0.8971509337425232
3,2,"For the most part I was right, it was all you could ever expect from the same group that gave us the highest-grossing movie the year before, 'How's of Us.' Amidst it's shortcomings, 'Hello, Love, Goodbye' is a pleasant surprise for a movie who's theme has been done a million times.",positive,0.9890461564064026,0.9890461564064026
3,3,"Part of it's success can be attributed to showing us the reality of our hardworking domestic helpers in Hong Kong (which the OFW community all over the world related and responded to) and it did not give us the usual ending we are used to, which makes a sequel possible seeing as all three already expressed interest in doing.",positive,0.9937875270843506,0.9937875270843506
3,4,The story was well-written for the most part and my favorite was the start of the movie.,positive,0.9961546063423157,0.9961546063423157
3,5,"It was a different approach, fast-paced and intriguing.",positive,0.9705296158790588,0.9705296158790588
3,6,"While at some point it had to slow down to become what it really was meant to be in the first place, a typical Pinoy love story, at least it introduced something new to the audience that can be the new norm in the future.",positive,0.9794195294380188,0.9794195294380188
3,7,"Acting-wise, Kathryn and Alden both delivered but both lacked maturity which I'm hoping can be improved on once the sequel rolls around.",positive,0.9340019822120667,0.9340019822120667
3,8,There were exchanges that fell flat because either a) it was poorly-written or b) both did not have the capacity to deliver them with the emotions needed.,negative,0.9601005911827087,0.9601005911827087
3,9,"It took a while for their chemistry to kick in, possibly a result of being pigeonholed in their respective love teams for a long time.",positive,0.8424816131591797,0.8424816131591797
3,10,"Kathryn can act, but she has certain mannerisms when she deliver some of her lines that breaks my concentration from her acting.",positive,0.6939401626586914,0.6939401626586914
3,11,I'm still getting rich girl even though she's supposed to be covered in filth from hiding under a pile of garbage bags.,positive,0.956836998462677,0.956836998462677
3,12,"Alden still comes from the John Lloyd Cruz school for acting, but as soon as he develops his own signature he should be destined for greater things.",positive,0.9744850397109985,0.9744850397109985
3,13,"The supporting cast did what was required of them, with Maxine Medina and Jameson Blake as highlights.",positive,0.9589347839355469,0.9589347839355469
3,14,There's always the burden of asking whether this is the movie that will propel Philippine cinema back to it's old glory.,positive,0.806714653968811,0.806714653968811
3,15,"Obviously this is not it, but delightfully it's not a step back as well.",positive,0.8528284430503845,0.8528284430503845
3,16,"Knowing this specific tandem and formula works, hopefully everyone involved will be more keen on wanting to elevate the viewing experience the second time around.",positive,0.994462788105011,0.994462788105011
3,17,I keep harping on this because I honestly believe it has the potential to become even more special than what they've already done here.,positive,0.9951500296592712,0.9951500296592712
4,0,"Truly amazing: This is so far, the best Filipino movie of 2019.",positive,0.9978152513504028,0.9978152513504028
4,1,"I really love the story, which shows a lot about the lives of Filipino workers in Hong Kong.",positive,0.9978412389755249,0.9978412389755249
4,2,"It is not like any other of those Filipino rom-com, and drama movies you've seen before.",negative,0.7028082013130188,0.7028082013130188
4,3,This will make you laugh out loud a lot and cry hard.,positive,0.985744297504425,0.985744297504425
4,4,For me this is Cathy Garcia-Molina's best movie.,positive,0.9934137463569641,0.9934137463569641
4,5,"Kathryn and Alden really shines in this, great acting by the whole cast.",positive,0.9977166652679443,0.9977166652679443
4,6,"It also has great shots, cinematography and soundtrack so it is a must watch!",positive,0.9975782036781311,0.9975782036781311
5,0,Mature and bold love story: The two stars from the two different stations hit it off with good chemistry in this mature love story.,positive,0.9970216155052185,0.9970216155052185
5,1,"Although the story is as typical as any Filipino love/romance movie could be, I like the fact that the writer and director went for the bold path of ending the movie with ""goodbye"", instead of coming up with an epilogue that let the two lovers meet again in some future.",positive,0.94041508436203,0.94041508436203
5,2,The two lead stars are engaging enough for you to care what happens to them in the end but there are some parts where it could drag.,positive,0.8876623511314392,0.8876623511314392
5,3,"Still, I can understand the clamor when this movie came out in 2019.",positive,0.9182242751121521,0.9182242751121521
6,0,THE BEST FILIPINO MOVIE EVER: This is the best pinoy movie ever.,positive,0.9896268844604492,0.9896268844604492
6,1,The characters are superb.,positive,0.9944272041320801,0.9944272041320801
6,2,Kathryn Bernardo and Alden Richards performance was the best.,positive,0.9941838383674622,0.9941838383674622
6,3,There is no boring moments in the movie.,positive,0.938581109046936,0.938581109046936
6,4,It's a must watch for everyone.,positive,0.9939623475074768,0.9939623475074768
6,5,Kathryn Bernardo played the role of Joy a Filipino worker in Hong Kong who is struggling and doing odd jobs to take care of her family.,positive,0.936314582824707,0.936314582824707
6,6,On the other hand Alden Richards played the role of Ethan a funny and unserious bartender who later crossed path with Joy and the story of their undying love begins.,positive,0.9849812984466553,0.9849812984466553
6,7,The story is not just another pinoy love story.,positive,0.8932451605796814,0.8932451605796814
6,8,It's a story that shows the struggle of all OFW .,positive,0.9719520211219788,0.9719520211219788
6,9,I was touched and move by the acting of Kathryn Bernardo and Alden Richards.,positive,0.9949308037757874,0.9949308037757874
6,10,They made it possible for me to relate with the movie.,positive,0.9924824833869934,0.9924824833869934
6,11,I'm not a Filipino but I was able to get every piece of the movie because of their wonderful onscreen chemistry.,positive,0.9960953593254089,0.9960953593254089
6,12,Kudos to the cast and crew.,positive,0.9922629594802856,0.9922629594802856
6,13,Good job Director Molina.,positive,0.9854695796966553,0.9854695796966553
6,14,I wouldn't mind to travel again for the part 2 of this movie.,positive,0.9958601593971252,0.9958601593971252
6,15,It's worth my time and my money.,positive,0.9944406151771545,0.9944406151771545
6,16,More movies for this duos please.,positive,0.9918662905693054,0.9918662905693054
6,17,I would always travel with my family to watch their movie onscreen.,positive,0.9924989342689514,0.9924989342689514
6,18,More movies for Kathryn Bernardo and Alden Richards please.,positive,0.9866465330123901,0.9866465330123901
6,19,They've won my heart.,positive,0.9961787462234497,0.9961787462234497
7,0,"WASTE OF TIME AND MONEY!: I was excited to watch the film due to the hype and some of my friends posting about it on social media however, I was very disappointed after watching the film as the acting from the lead actors including supporting cast appeared quite scripted and very awkward.",negative,0.9587794542312622,0.9587794542312622
7,1,Kathryn & Alden seemed too rehearsed and some of their co-actors were really annoying.,positive,0.7663979530334473,0.7663979530334473
7,2,The story was predictable and recycled from previous films.,negative,0.9007645845413208,0.9007645845413208
7,3,Only thing I appreciate was the cinematography and soundtrack.,positive,0.5511711835861206,0.5511711835861206
7,4,Save your money and just watch this on netflix or cinema one when it airs.,positive,0.9704176187515259,0.9704176187515259
8,0,"A simple mirror: This is another cheese pinoy movie, but base in real life, that is the point, at the end family is not the principal role, a twisted end, a lot of lacrimogen bomb, good for the family but pinoy is the new korean drama.",positive,0.8391830325126648,0.8391830325126648
9,0,Great Movie: Its an eye opener to some of the facing problems of OFW.,positive,0.9958835244178772,0.9958835244178772
10,0,Time Must Start Again  °7.7° °VG ° %: Timing in life is everything; so the adage goes.,positive,0.8024915456771851,0.8024915456771851
10,1,"In Hong Kong, time is GLD.",positive,0.8986952304840088,0.8986952304840088
10,2,As long as you move you'll live.,positive,0.9843044877052307,0.9843044877052307
10,3,Once you stop you'll starve.,negative,0.7332549095153809,0.7332549095153809
10,4,"Over 200,000 Filipinos work in Hong Kong.",positive,0.9556198716163635,0.9556198716163635
10,5,It's most common to have a 2-yr domestic helper contract as Filipinos are not allowed to do anything else - unless they manage to become a citizen.,positive,0.8298556804656982,0.8298556804656982
10,6,"Therefore, when Joy loses her job because her employers can no longer pay her, she takes an illegal waitressing job.",negative,0.5829875469207764,0.5829875469207764
10,7,"The cops, inevitably, will come by to check IDs.",positive,0.7421759963035583,0.7421759963035583
10,8,"When Joy sees them, she busts a move and runs.",positive,0.9206368327140808,0.9206368327140808
10,9,She ends up running right into the handsome bartender and busts another move.,positive,0.9797800183296204,0.9797800183296204
10,10,She uses him as camouflage to hide from the po-po.,positive,0.7493537664413452,0.7493537664413452
10,11,"Cops rarely bother a couple snogging in the alleyway, afterall.",positive,0.8246102929115295,0.8246102929115295
10,12,"It's done so often in movies you might think that they would start checking, even if a duo is rounding first and headed for second, but it always seems to work.",positive,0.9566895365715027,0.9566895365715027
10,13,The Filipino community in Hong Kong is small.,negative,0.5316765904426575,0.5316765904426575
10,14,"Everyone is within 1° of separation, but it's large enough to support a Filipino radio station. (They have a nifty microeconomic system in place as well.) Joy thinks she got away scott-free only to wake up the next morning to a radio announcement about her!",positive,0.9914804697036743,0.9914804697036743
10,15,"Ethan, the bartender, is looking for Joy so that she can return the kiss that she stole from him!",positive,0.944323718547821,0.944323718547821
10,16,Joy's friends go insane.,positive,0.9440819621086121,0.9440819621086121
10,17,"HLG is about what decent, but poor, people must do to survive: It is all about hard choices.",positive,0.7427160143852234,0.7427160143852234
10,18,It is also about the nature of love.,positive,0.9171249270439148,0.9171249270439148
10,19,Joy & Ethan.,positive,0.9788554310798645,0.9788554310798645
10,20,Ethan + Joy.,positive,0.9768377542495728,0.9768377542495728
10,21,"She resists him, but she can't for long.",positive,0.6987116932868958,0.6987116932868958
10,22,The problem is that she's leaving.,negative,0.6974664330482483,0.6974664330482483
10,23,She's definitely leaving.,negative,0.8730205297470093,0.8730205297470093
10,24,She has a nursing degree that she can't use in Hong Kong.,negative,0.8235781788825989,0.8235781788825989
10,25,She's going to be a nurse in Canada.,positive,0.9643102288246155,0.9643102288246155
10,26,"That's her dream, and nthing's going to change her mind.",negative,0.5374736189842224,0.5374736189842224
10,27,Nt a thing/budkis/pistza/larkaflark/nuffink/jack squat/NATTY.,positive,0.804408073425293,0.804408073425293
10,28,Joy is no wimp.,positive,0.9052422046661377,0.9052422046661377
10,29,She has a will of iron.,positive,0.9391232132911682,0.9391232132911682
10,30,She warns Ethan to not get attached.,positive,0.8184050917625427,0.8184050917625427
10,31,Yet they allow themselves to fall in love.,positive,0.8669928908348083,0.8669928908348083
10,32,Every day they push the knife in a little deeper.,positive,0.8826067447662354,0.8826067447662354
10,33,Their story is sweet and these protags are likable.,positive,0.9967503547668457,0.9967503547668457
