review_id,sentence_num,username,date,rating,source,sentence,sentiment,confidence,prob_negative,prob_neutral,prob_positive,sentiment_std,rating_numeric
0,1,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"An Inspiring Movie: Hello Love Goodbye, despite being a largely feel-good film, did not shy away from the harsh realities that its OFW audience experiences",positive,0.9824548363685608,0.0175265613943338,1.8619150068843737e-05,0.9824548363685608,positive,80.0
0,2,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"Despite being upfront with the struggles of an OFW, it still serves as a gentle, hopeful reminder for our modern day heroes to not forget to choose themselves",positive,0.9456908702850342,0.0542787536978721,3.0303068342618644e-05,0.9456908702850342,positive,80.0
0,3,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"To not forget that they can allow themselves to dream, to love, and most of all, to be human",positive,0.9837957620620728,0.0161852966994047,1.9040691768168472e-05,0.9837957620620728,positive,80.0
0,4,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,It show that love can wait but our dreams it knock once like opportunity grab it once it came in your or our life,positive,0.9922534823417664,0.0077324286103248,1.4042177099327093e-05,0.9922534823417664,positive,80.0
0,5,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"Kathryn Bernardo portrays Joy's exhaustion, anger and resolution so potently without much words",positive,0.9339351058006288,0.0660316348075866,3.328694947413169e-05,0.9339351058006288,positive,80.0
0,6,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,It all comes out in the way her lids look heavy from a two-hour sleep; how her shoulders slump as she grapples with the thought of her agonizingly routine life,positive,0.934869647026062,0.0650818794965744,4.852791607845575e-05,0.934869647026062,positive,80.0
0,7,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,We see it in her quiet moments in the night when she can catch a few minutes just to stare blankly at the wall,positive,0.9500598907470704,0.0499089285731315,3.108921373495832e-05,0.9500598907470704,positive,80.0
0,8,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"The depiction felt authentic and tugs at your heartstrings, Joy is the symbol of women with dream",positive,0.9969797730445862,0.0029988964088261,2.131833571183961e-05,0.9969797730445862,positive,80.0
0,9,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"And also her leading man this is a more mature role for Alden as well, and the material lets him show a deeper side to his acting chops",positive,0.981664776802063,0.0183159206062555,1.9365774278412573e-05,0.981664776802063,positive,80.0
0,10,karenkeysie,2019-10-24 00:00:00.000,80.0,imdb,"His character's personal story carried as much weight as the romance, and in Ethan's vulnerable moments, we see Alden as a dramatic actor, and not just a tutti-frutti leading man",positive,0.976832628250122,0.0231523644179105,1.4996492609498093e-05,0.976832628250122,positive,80.0
