movie_name,review_id,sentence_num,username,date,rating,source,sentence
Hayop Ka,0,1,kupatea,2020-10-29 00:00:00.000,60.0,imdb,Good animation but story writing needs improvement: The animation was fun to watch specially that you don't see that much Filipino animation online
Hayop Ka,0,2,kupatea,2020-10-29 00:00:00.000,60.0,imdb,"The thing that I don't like about this movie is that it has too many dirty jokes that aren't that funny, and I think it would've been done better if the jokes were timed right"
Hayop Ka,0,3,kupatea,2020-10-29 00:00:00.000,60.0,imdb,"The story flow was messy, some parts were fast, some parts were slow"
Hayop Ka,0,4,kupatea,2020-10-29 00:00:00.000,60.0,imdb,"I actually found myself watching this movie with a straight face, i guess i was expecting too much since the teasers hyped me up"
Hayop Ka,0,5,kupatea,2020-10-29 00:00:00.000,60.0,imdb,Guess the way the story was written isn't my cup of tea
Hayop Ka,0,6,kupatea,2020-10-29 00:00:00.000,60.0,imdb,Kudos to those people who worked on this animation
Hayop Ka,0,7,kupatea,2020-10-29 00:00:00.000,60.0,imdb,hope to see more animation projects in the future
Hayop Ka,1,1,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,"Good Overall: I set my expectations low, when I saw the mainstream local actors were the voice of the characters"
Hayop Ka,1,2,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,Its premise as typical cheap romantic comedy gives me a bad vibes because of reputation of poorly-made-overused plot lines that plagues Filipino mainstream cinema
Hayop Ka,1,3,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,But I still give it a chance because Filipino animations are not common
Hayop Ka,1,4,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,I like the cultural references and the catch of the story
Hayop Ka,1,5,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,"I think making it as adult, dark comedy animation film is a great move"
Hayop Ka,1,6,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,"In short ""Hayop Ka"
Hayop Ka,1,7,whiteboiii30,2020-11-04 00:00:00.000,70.0,imdb,""" Exceeds my expectations, 7/10"
Hayop Ka,2,1,Lloydee98,2021-01-11 00:00:00.000,70.0,imdb,"IT'S CLICHED, FUN AND QUITE TOUCHING: During the first half of ""Hayop Ka,"" tons of cliches from filipino teleseryes and movies were shown, including some funny jokes and references"
Hayop Ka,2,2,Lloydee98,2021-01-11 00:00:00.000,70.0,imdb,"But after an argument scene that features Robin Padilla's terrific voice acting, the film actually got better"
Hayop Ka,2,3,Lloydee98,2021-01-11 00:00:00.000,70.0,imdb,"Despite being quite annoying during the first half, the character of Nymfa won me over due to her journey and the ending wherein I realized that a lot of Filipinas end up with the same situation"
Hayop Ka,3,1,riyandans,2020-10-31 00:00:00.000,70.0,imdb,"A suprise from SEA: Well the animation is good also VA and character design, but storyline need some improvement i was just get disappointed when how the ending comes like that i just kinda hoping that after credits there is some sort epilogue will explain how Nimfa's life foward"
Hayop Ka,3,2,riyandans,2020-10-31 00:00:00.000,70.0,imdb,But this movie also need some more audience to watch the movie it's a good movie so tell people to watch this movie
Hayop Ka,4,1,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,Funny and enjoyable
Hayop Ka,4,2,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,": When I stumbled upon the 2020 Tagalog animated movie ""Hayop Ka"
Hayop Ka,4,3,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""", I had no idea what I was getting myself into here"
Hayop Ka,4,4,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"But I read the synopsis for it, and have to say that I was somewhat intrigued, as ""Hayop Ka"
Hayop Ka,4,5,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" sounded like something definitely aimed at a more mature audience"
Hayop Ka,4,6,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"And I will say that writers Manny Angeles, Avid Liongoren and Paulle Olivenza definitely managed to put together a story and plot that was every bit as entertaining as it was enjoyable"
Hayop Ka,4,7,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"So yeah, ""Hayop Ka"
Hayop Ka,4,8,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" was a wholesome animated feature for a mature audience"
Hayop Ka,4,9,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"And when I say mature audience I don't mean that it is XXX-rated, but merely that there were references and hits towards lewd nature"
Hayop Ka,4,10,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"The art style in ""Hayop Ka"
Hayop Ka,4,11,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" was strange, but enjoyably so"
Hayop Ka,4,12,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"Initially I was a bit taken aback by the art style, but it quickly grew on me and I came to enjoy the art style that they used here because it was definitely complimenting the story and the message of the movie"
Hayop Ka,4,13,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"With ""Hayop Ka"
Hayop Ka,4,14,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" being an animated movie, a proper voice cast ensemble is a must"
Hayop Ka,4,15,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,And luckily they did have that here
Hayop Ka,4,16,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"While I am not familiar with Tagalog cinema, then I wasn't familiar with a single voice here"
Hayop Ka,4,17,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,But I will say that the voice acting was good and definitely gave the characters life on the screen
Hayop Ka,4,18,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"I found ""Hayop Ka"
Hayop Ka,4,19,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" to be an enjoyable surprise of a movie, and definitely is an animated movie that I would recommend for a mature audience that enjoys light-hearted and funny stories"
Hayop Ka,4,20,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"The fact that ""Hayop Ka"
Hayop Ka,4,21,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" was told as an animation wasn't really a hindrance in any way"
Hayop Ka,4,22,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,"My rating of director Avid Liongoren's ""Hayop Ka"
Hayop Ka,4,23,paul_m_haakonsen,2022-01-25 00:00:00.000,60.0,imdb,""" lands on a six out of ten stars"
Hayop Ka,5,1,pzct,2020-12-26 00:00:00.000,70.0,imdb,"You Filthy Animal, Nimfa XD: Hayop Ka - About the female cat known as Nimfa, who has to decide if she wants to be with her macho boyfriend who she's been with for years or a rich gentlemen guy"
Hayop Ka,5,2,pzct,2020-12-26 00:00:00.000,70.0,imdb,"The movie has it's ups and downs

Pros:

Character Designs and Animations - Let's go ahead and point this out"
Hayop Ka,5,3,pzct,2020-12-26 00:00:00.000,70.0,imdb,I thought the designs for the characters were unique
Hayop Ka,5,4,pzct,2020-12-26 00:00:00.000,70.0,imdb,To the point where I can easily identify where these characters came from
Hayop Ka,5,5,pzct,2020-12-26 00:00:00.000,70.0,imdb,"Not only that, but the animation was beautiful"
Hayop Ka,5,6,pzct,2020-12-26 00:00:00.000,70.0,imdb,I enjoyed the movement of these characters
Hayop Ka,5,7,pzct,2020-12-26 00:00:00.000,70.0,imdb,Repeating Premise with a Surprise - It has been done to death Yes
Hayop Ka,5,8,pzct,2020-12-26 00:00:00.000,70.0,imdb,A female that's tired of her broke life so she wants a chance at the richness and luxury
Hayop Ka,5,9,pzct,2020-12-26 00:00:00.000,70.0,imdb,That's pretty much what Nimfa does in this movie
Hayop Ka,5,10,pzct,2020-12-26 00:00:00.000,70.0,imdb,She leaves her ex to join the rich and luxurious life
Hayop Ka,5,11,pzct,2020-12-26 00:00:00.000,70.0,imdb,"Except instead of realizing she was better off with her old life, she doesnt get neither men"
Hayop Ka,5,12,pzct,2020-12-26 00:00:00.000,70.0,imdb,Her Ex was now taken and she caught her Rich boyfriend cheating
