review_id,sentence_num,username,date,rating,source,sentence
0,1,hanablue,2018-08-30 00:00:00.000,80.0,imdb,KathNiel's G
0,4,hanablue,2018-08-30 00:00:00.000,80.0,imdb,T movie
0,5,hanablue,2018-08-30 00:00:00.000,80.0,imdb,": I don't usually go watch local films, but KathNiel just have that thing that makes me not want to miss it every single time (I always watch on it's first day too"
0,6,hanablue,2018-08-30 00:00:00.000,80.0,imdb,") lol

So here's my non-biased review"
0,7,hanablue,2018-08-30 00:00:00.000,80.0,imdb,I will try to be as objective as possible
0,8,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"For someone who appreciate movies a whole lot, it is such a hard thing to please me and my siblings when it comes to movies"
0,9,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"I was a bit hesitant before watching the movie, rom-com-drama movies are not really my type"
0,10,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"This movie, went beyond my expectations"
0,11,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"The cinematography wasn't as great compared to their Crazy Beautiful You movie, but nonetheless, it really went beyond expectations"
0,12,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"I never expected it to be as creative and dynamic because of the simple setting and story line, but it was unbelievably quite on par with CBY"
0,13,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Kudos to the team for that
0,14,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Story wise, it was that kind of movie which is really simple and not as complicated as others but it really brought out the feels"
0,15,hanablue,2018-08-30 00:00:00.000,80.0,imdb,I specifically loved the beginning part the most
0,16,hanablue,2018-08-30 00:00:00.000,80.0,imdb,It's not common for Filipino movies to start that way but it did
0,17,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Not gonna spoil the scenes though
0,18,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Gonna leave it all to you to find out how beautifully catching it was
0,19,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Another thing to note, was the transition to each and every scene, the voice overs and the story flow"
0,20,hanablue,2018-08-30 00:00:00.000,80.0,imdb,It's meticulously put together that you'll be hooked the whole time you're watching the movie
0,21,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"The dynamics was there too, will sound cliche but it was a roller coaster of feelings"
0,22,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"When you think you're through all the heavy scenes, and can feel the whole cinema audience sharing that light feeling, they'll hit you with the feels again"
0,23,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"To the couple, Kathryn and Daniel, they were really the one who brought the movie to life"
0,24,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Unlike, Barcelona: A Love Untold, we saw how great of a supporting actor Joshua is and for me, he was one of the actors who brought the movie to life"
0,25,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"In here, it was all them"
0,26,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Not discrediting other actors, they all did a good job"
0,27,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Darren is a revelation, the kid is a multi-talented person"
0,28,hanablue,2018-08-30 00:00:00.000,80.0,imdb,We can't really say anything about Miss Jean Garcia cause she really is a legend
0,29,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Other cast's acting were quite bland but it was still a good one
0,30,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Joross and another actor's cameo was also on point
0,31,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"For those who never had a relationship like me, Juan Miguel Severo and Ria Atayde was the most relatable one"
0,32,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"They really showed what friends do, it was real, really genuine"
0,33,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Back to KathNiel, I really feel like this is their best movie yet"
0,34,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Kathryn was on her zone, she really owned this one"
0,35,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"She literally shone her, she really showed her vulnerability and it's super far from when she was starting and her teen movies"
0,36,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"We really saw Kathryn, not Kathryn with Daniel but Kathryn"
0,37,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Kathryn herself
0,38,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Daniel is a natural, we all know that"
0,39,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"I can't even explain how great of an actor he is, whenever he accepts a character, you won't see a trace of the Daniel Padilla in real life but he really gets into the character and owns it"
0,40,hanablue,2018-08-30 00:00:00.000,80.0,imdb,He was the best Primo just as Kathryn was the best George
0,41,hanablue,2018-08-30 00:00:00.000,80.0,imdb,They really owned this one
0,42,hanablue,2018-08-30 00:00:00.000,80.0,imdb,Direk Cathy showed us again why she is a blockbuster director
0,43,hanablue,2018-08-30 00:00:00.000,80.0,imdb,She is a legend
0,44,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Maybe not indie wise, cause that's not her forte"
0,45,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"But we can always trust Direk Cathy to bring out all the emotions, may it be tears of both joy and pain, all the laughs and all the frustrations"
0,46,hanablue,2018-08-30 00:00:00.000,80.0,imdb,"Rated it 8 because there will always be room for improvement for all the actors and the movie itself, but overall it is a really great one"
0,47,hanablue,2018-08-30 00:00:00.000,80.0,imdb,A must-watch
1,1,Lloydee98,2021-10-10 00:00:00.000,80.0,imdb,"TOUCHING AND UNIQUE: As a non-fan of the usual romantic Filipino films, especially those starring love teams, ""The Hows of Us"" is a unique film thanks to the set up"
1,2,Lloydee98,2021-10-10 00:00:00.000,80.0,imdb,It's also nice to see a nice twist to the what's essentially the same formula
2,1,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,7/10 rating will do: I watched this movie out of curiousity
2,2,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,'cos my friends keep on telling me its a nice movie
2,3,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,"well, not bad, the story is good"
2,4,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,"What I only don't like is the ""Live in"" concept"
2,5,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,it tells youth nowadays to it's okay to live together without marriage for if you two don't click living together
2,6,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,let go and leave each other
2,7,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,but if you click that's it be with each other
2,8,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,"Realization nowadays, Filipino youth seems forget the culture, the values"
2,9,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,"anyway, congrats to kath and daniel, great improvement in their acting"
2,10,micahcastro-41724,2018-09-02 00:00:00.000,70.0,imdb,it won't surprise me if you two brag the Best / Promising Actress and Actor of the year
3,1,meilymylady09,2018-09-02 00:00:00.000,,imdb,direk cathy is superb in showing us the ups and downs of a long term relationship
3,2,meilymylady09,2018-09-02 00:00:00.000,,imdb,: This movie is the 'one more chance' of this generation
3,3,meilymylady09,2018-09-02 00:00:00.000,,imdb,very relatable
3,4,meilymylady09,2018-09-02 00:00:00.000,,imdb,i agree that there's nothing new in the storyline simply because couples these days still struggle with the same issues like all other couples from before
4,1,TheNonSmoker,2020-07-19 00:00:00.000,70.0,imdb,I dont understand Phillipino language so
4,2,TheNonSmoker,2020-07-19 00:00:00.000,70.0,imdb,": Good movie, even tho I didn't understand the language still this movie didn't bored me at all this movie is very cute and lovely ^-^"
5,1,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,8/10: For a Filipino Film I'll give it a score of 9/10 It is one of the best RomComs in the Philippines ever
5,2,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,But if you stack it against Hollywood movies
5,3,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,a score of 7/10 would suffice
5,4,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,"Acting Lead Actors: 10/10, they portrayed it masterfully"
5,5,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,"Supporting Cast: 6/10, could have casted a better ""Yohan"", they gave him a lot of screentime and his portrayal is lacking"
5,6,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,The cousin and friends of Primo needs more workshops
5,7,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,George's friends were the bright spots
5,8,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,Story/Dialogue The plot is simple and direct to the point
5,9,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,It somewhat dragged when they went to Amsterdam
5,10,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,"Dialogue was good 7/10

Direction/Cinematography CGM is one of the best when it comes to RomComs here in the Philippines"
5,11,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,"9/10

As of Sept 7 it has 404M php gross, and its only been up for 10 days"
5,12,neutralguy,2018-09-09 00:00:00.000,100.0,imdb,"PS: To the other reviewees, please be fair, don't bring your Crab mentality here"
6,1,otoy-33829,2018-09-01 00:00:00.000,100.0,imdb,Personal review
6,2,otoy-33829,2018-09-01 00:00:00.000,100.0,imdb,: QuiteBeautiful siya medyo kailangan lang nila ng workshops pa esp
7,1,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"Not supposed to be 1 STAR, but"
7,2,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,": Ok ladies and gentlemen, I might get hate comments on this but this is my review on this movie"
7,3,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"First, the only reason I had the urge to create an account on IMDB is because of the overrated reviews this movie has gotten"
7,4,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"On top of that, this film became the BOX OFFICE FILM of the Philippines of all time"
7,5,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"(So, arousing my curiosity, I took the time to watch)"
7,6,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,The material of this film was alright
7,7,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,Nothing extra special to be honest
7,8,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,The usual romcom pinoy film
7,9,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"In my opinion (no hate to Kathniel), it could've been better if someone better portrayed their characters"
7,10,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"Seriously, who would live in the same house and put a division using a tape"
7,11,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"Like, cmon, seriously"
7,12,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,"There were okay moments, but seriously Filipinos who went gaga on this movie need to re-evaluate yourselves"
7,13,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,I'm not even hard to please
7,14,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,I would rate this film a 4/10 or 5
7,15,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,I gave it 1 STAR to lower down its overrated reviews from other people like giving it 10
7,16,engrjboy,2019-05-19 00:00:00.000,10.0,imdb,and their best movie of all time
8,1,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,Best movie ever
8,2,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,: 10 is not enough to rate this movie it should be ughh 101
8,3,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,This is the best movie of 2018 literally
8,4,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,Will give u a lot of realizations
8,5,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,This movie didn't GRADED A for no reason
8,6,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,So watch the talk of the town movie and don't forget to bring tissue
8,7,rosariodelrosario,2018-09-02 00:00:00.000,100.0,imdb,KathNiel and THOU team ay maghahakot ng awards
9,1,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"Good movie but not too commercialized: Neither I am a Kathniel fan nor hater, this is just an honest review (for me)"
9,2,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"Before I watched the movie, I made sure that I've had checked social media on everyone's take on this film"
9,3,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"Honestly, I was convinced to watch it"
9,4,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"As I enter the movie house, my eyes were on point to each scene"
9,5,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"During the first part, I totally enjoyed it"
9,6,moystorre,2018-09-29 00:00:00.000,50.0,imdb,Everything was so realistic and on-point
9,7,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"But as the movie runs, it made me bored already"
9,8,moystorre,2018-09-29 00:00:00.000,50.0,imdb,The scenes were all over already
9,9,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"I must say, Can't help falling in love was their ""most matured film"
9,10,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"""

Did I leave the movie house feeling heavy-hearted"
9,11,moystorre,2018-09-29 00:00:00.000,50.0,imdb,No Did I leave the movie house happy
9,12,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"Yes, but just to give my thoughts about it"
9,13,moystorre,2018-09-29 00:00:00.000,50.0,imdb,Will I watch it again
9,14,moystorre,2018-09-29 00:00:00.000,50.0,imdb,Maybe if I want to see what part I may have missed
9,15,moystorre,2018-09-29 00:00:00.000,50.0,imdb,Was it worth the money
9,16,moystorre,2018-09-29 00:00:00.000,50.0,imdb,280 pesos is not bad but I left the movie house thinking I should have watched other local movies that will really make my feelings satisfied
9,17,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"Let's just be honest here, do you think this was their best movie so far"
9,18,moystorre,2018-09-29 00:00:00.000,50.0,imdb,I don't think so
9,19,moystorre,2018-09-29 00:00:00.000,50.0,imdb,"To be honest, I think I was just convinced by lots of fans commenting that this was their movie ever"
9,20,moystorre,2018-09-29 00:00:00.000,50.0,imdb,Lesson Learned: Do not believe in what you see or hear
10,1,lenamandiz,2018-08-30 00:00:00.000,100.0,imdb,Best Movie of Kathniel: A story everyone can relate to
10,2,lenamandiz,2018-08-30 00:00:00.000,100.0,imdb,Kathryn was at her best in this movie and she deserves all the praises she is receiving from those who watched the movie
10,3,lenamandiz,2018-08-30 00:00:00.000,100.0,imdb,Daniel a natural charmer and his comedic timing was impeccable
10,4,lenamandiz,2018-08-30 00:00:00.000,100.0,imdb,Kudos to director CGM for bringing out the best in them
11,1,evaberoy,2018-08-30 00:00:00.000,100.0,imdb,Must watched
11,2,evaberoy,2018-08-30 00:00:00.000,100.0,imdb,: Superb
11,3,evaberoy,2018-08-30 00:00:00.000,100.0,imdb,the best
11,4,evaberoy,2018-08-30 00:00:00.000,100.0,imdb,movie of the year
11,5,evaberoy,2018-08-30 00:00:00.000,100.0,imdb,touching and may aral
12,1,louie_pulanco,2018-09-10 00:00:00.000,10.0,imdb,Story and Characters are cliche and boring: Acting is substandard
12,2,louie_pulanco,2018-09-10 00:00:00.000,10.0,imdb,Story is utterly boring
12,3,louie_pulanco,2018-09-10 00:00:00.000,10.0,imdb,Very cliche characters and story
12,4,louie_pulanco,2018-09-10 00:00:00.000,10.0,imdb,Ending is rushed
