review_id,sentence_num,username,date,rating,source,sentence
0,1,insane666,2025-10-02 00:00:00.000,10.0,ltbx,dagdag ko lang sa films ko kasi napanood ko to sa cine dati nung bata aku hahahaha naalala ko iniyakan ko to hanggang pag uwi namen diko alam kung baket hahhahahahahajahahahajahajhahaja ang kulet hanggang leeg
1,1,cherriluvscola,2025-09-12 00:00:00.000,20.0,ltbx,religious trauma gonna eat dinuguan after this
2,1,hatdiggitydog,2025-08-10 00:00:00.000,,ltbx,Propaganda slop
3,1,chrisales,2025-05-18 00:00:00.000,100.0,ltbx,Absolute cult classic
4,1,disposedscalpel,2025-04-18 00:00:00.000,,ltbx,i'd rather watch sausage party than ts
5,1,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"just got off of church, and i just remembered this movie existed"
5,2,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"i remember being told by the minister of my local to watch this movie during bible study sessions, and to tell him the things i’ve learned about his life, and my god was this the most BORING MOVIE I’VE EVER WATCHED"
5,3,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"ALMOST THREE HOURS, AND BEING ONE OF THE MOST EXPENSIVE MOVIES TO BE MADE IN THE PHILIPPINES, AND FOR WHAT"
5,4,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,NO SUBSTANCE
5,5,mattyakamattie,2025-04-13 00:00:00.000,10.0,ltbx,"GET ME OUT OF THIS CHURCH, DARE I SAY, CULT"
7,1,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,The only thing I have ever been disappointed in with Dennis Trillo
7,2,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,"I mean, sure, get that bag, king"
7,3,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,But I would think he's rich enough to choose the projects he's given and not include himself in cult propaganda
7,4,alysterjohn,2025-01-27 00:00:00.000,10.0,ltbx,Seeing the trailer years ago was enough for me
8,1,cigsfortwo,2025-01-26 00:00:00.000,20.0,ltbx,"the things i do for you, dennis trillo"
9,1,buchmanster,2025-01-25 00:00:00.000,10.0,ltbx,walang paglagyan sa katawan ko yung tuwa
9,2,buchmanster,2025-01-25 00:00:00.000,10.0,ltbx,"""hanggang leeg""-Kapatid na Arlene"
10,1,bogambilya,2024-12-11 00:00:00.000,10.0,ltbx,hanggang kailan ka po mamamalagi sa iglesia ni cristo
10,2,bogambilya,2024-12-11 00:00:00.000,10.0,ltbx,hanggang leeg po
11,1,elijahweed,2024-11-22 06:59:17.738,10.0,ltbx,PROUD INC
